session_title,association,location,session_chair_name,session_chair_affiliation,session_respondent_name,session_respondent_affiliation,presenter_name,presenter_affiliation,presentation_title,year
of the Renaissance,AMS,Junior Ballroom A/B,Anna Zayaruznaya,Yale University,Kate vanÂ Orden,Harvard University,Anne Walters Robertson,University of Chicago,"Music, Words, and Meaning in the Fifteenth-Century Sacred Repertory",2016
of the Renaissance,AMS,Junior Ballroom A/B,Anna Zayaruznaya,Yale University,Kate vanÂ Orden,Harvard University,Richard Freedman,Haverford College,Early Music in the Digital Domain: Texts and Roles,2016
Century,SMT,Pavilion Ballroom D,Seth Monahan,"Eastman School of Music, University of Rochester",NA,NA,Edward Klorman,McGill University,Koch and Momigny: Theorists of Agency in Mozart's Quartets?,2016
Century,SMT,Pavilion Ballroom D,Seth Monahan,"Eastman School of Music, University of Rochester",NA,NA,W. Dean Sutcliffe,University of Auckland,Versatility and Floating Agency in Later Eighteenth-Century Instrumental Music,2016
Century,SMT,Pavilion Ballroom D,Seth Monahan,"Eastman School of Music, University of Rochester",NA,NA,Mary Hunter,Bowdoin College,The Agency of the Performer in Mozart's C-minor,2016
Century,SMT,Pavilion Ballroom D,Seth Monahan,"Eastman School of Music, University of Rochester",NA,NA,Robert S. Hatten,University of Texas at Austin,Agentially and Expressively Motivated Counterpoint,2016
Case Studies in Late Medieval Devotion,AMS,Port Alberni,Alejandro Planchar,"University of California, Santa Barbara",NA,NA,Alison Altsta,University of Northern Iowa,The Dramatic Sequence of the Wilton Visitatio sepulchri,2016
Case Studies in Late Medieval Devotion,AMS,Port Alberni,Alejandro Planchar,"University of California, Santa Barbara",NA,NA,Margot Fassler,University of Notre Dame,"The Artful Sequence: Texts, Music, and Decoration among Fourteenth-Century German-Speaking Dominican Nuns",2016
Case Studies in Late Medieval Devotion,AMS,Port Alberni,Alejandro Planchar,"University of California, Santa Barbara",NA,NA,James Maiello,University of Manitoba,Making Sense of the Sequence at Pistoia,2016
Case Studies in Late Medieval Devotion,AMS,Port Alberni,Alejandro Planchar,"University of California, Santa Barbara",NA,NA,Michelle Urberg,University of Chicago/Pacific Lutheran University,Nordic Cult Building through Music and Ritual: Mary's Suffering Heart and the Office Stabat Virgo Dolorosa,2016
Constructing the Artist,AMS,Pavilion Ballroom A,David Bracke,McGill University,NA,NA,Mary Jones,Yale University,"Fighting for the 'Dignity of a Creator': Schoenberg, Lieberson, and the First Recording of Pierrot lunaire",2016
Constructing the Artist,AMS,Pavilion Ballroom A,David Bracke,McGill University,NA,NA,Nate Sloan,Stanford University,Constructing Cab Calloway,2016
Constructing the Artist,AMS,Pavilion Ballroom A,David Bracke,McGill University,NA,NA,Oren Vinogradov,University of North Carolina at Chapel Hill,Defining Impressions: Franz Liszt's Press Kits and the New German Authorship,2016
Constructing the Artist,AMS,Pavilion Ballroom A,David Bracke,McGill University,NA,NA,Paula Harper,Columbia University,BeyoncÃ©â€‰: How Viral Techniques Circulated a Visual Album,2016
Early Modern Women,AMS,Port McNeill,Nina Treadwell,"University of California, Santa Cruz",NA,NA,Eleonora Beck,Lewis & Clark College,More Than a Pretty violeta: Santa Caterina de' Vigri's Contributions to Renaissance Musical Culture,2016
Early Modern Women,AMS,Port McNeill,Nina Treadwell,"University of California, Santa Cruz",NA,NA,Seth Coluzzi,"Boston, Mass.",The First Songstress: The Fragmented History of Lucia Quinciani's Monody of 1611,2016
Early Modern Women,AMS,Port McNeill,Nina Treadwell,"University of California, Santa Cruz",NA,NA,AscensiÃ³n Mazuela-Anguita,Spanish National Research Council,"Women, Urban Experiences of Music, and the Inquisition in the Early Modern Iberian World",2016
Early Modern Women,AMS,Port McNeill,Nina Treadwell,"University of California, Santa Cruz",NA,NA,Sara Pecknold,Catholic University of America,Pretiosissimo sangue: Giulio Strozzi and the,2016
Effect and Affect,AMS,Grand Ballroom A,Nicholas Mathew,"University of California, Berkeley",NA,NA,Estelle Jouber,Dalhousie University,Gluck's Timbral Effects and an Alternate Aesthetic of a Classic,2016
Effect and Affect,AMS,Grand Ballroom A,Nicholas Mathew,"University of California, Berkeley",NA,NA,Tomas McAuley,University of Cambridge,Hearing the Enlightenment: Musical Affects and Mechanist Philosophy in Early Eighteenth-Century England and Scotland,2016
Effect and Affect,AMS,Grand Ballroom A,Nicholas Mathew,"University of California, Berkeley",NA,NA,Catherine Motuz,McGill University,'Such as the Mind Sees When It Hears': The Rise of,2016
Effect and Affect,AMS,Grand Ballroom A,Nicholas Mathew,"University of California, Berkeley",NA,NA,"Word-Painting as a Tool for Expression"" Annette Richards",Cornell University,Glass Music and the Virgin Warrior,2016
Celebration,SMT,Pavilion Ballroom C,Zachary Bernstein,"Eastman School of Music, University of Rochester",NA,NA,Zachary Bernstein,"Eastman School of Music, University of Rochester","'And we go . . . even we [, even so]': Memory and Closure at the End of Babbitt's A Solo Requiem",2016
Celebration,SMT,Pavilion Ballroom C,Zachary Bernstein,"Eastman School of Music, University of Rochester",NA,NA,Daphne Leong,"University of Colorado, Boulder","Simple Ways of Hearing, Playing, and Teaching Babbitt's Semi-Simple Variations",2016
Celebration,SMT,Pavilion Ballroom C,Zachary Bernstein,"Eastman School of Music, University of Rochester",NA,NA,Joshua Mailman,University of Alabama,"Babbitt's Beguiling Surfaces, Improvised Inside",2016
Celebration,SMT,Pavilion Ballroom C,Zachary Bernstein,"Eastman School of Music, University of Rochester",NA,NA,Andrew Mead,Indiana University,Between Innocence and Experience: How Analysis Might or Might Not Have Affected My Hearing of Milton Babbitt's Music,2016
Celebration,SMT,Pavilion Ballroom C,Zachary Bernstein,"Eastman School of Music, University of Rochester",NA,NA,Robert Morris,"Eastman School of Music, University of Rochester",Listening to Babbitt's Occasional Variations,2016
Celebration,SMT,Pavilion Ballroom C,Zachary Bernstein,"Eastman School of Music, University of Rochester",NA,NA,Joseph N. Straus,"Graduate Center, CUNY",Octave Doubling in Babbitt's Swan Song no. 1,2016
Celebration,SMT,Pavilion Ballroom C,Zachary Bernstein,"Eastman School of Music, University of Rochester",NA,NA,Anton Vishio,William Paterson University,Babbitt via Feldman: Surfaces of Echoes and Reflection,2016
Meters in Global Perspective,SMT,Junior Ballroom C,Noriko Manabe,Temple University,NA,NA,Chris Stover,The New School,Timeline Spaces: A Theory of Temporal Process in African Drum/Dance Music,2016
Meters in Global Perspective,SMT,Junior Ballroom C,Noriko Manabe,Temple University,NA,NA,Fernando Benadon,American University,Polymetric Phrasing in Rumba's Quinto,2016
Meters in Global Perspective,SMT,Junior Ballroom C,Noriko Manabe,Temple University,NA,NA,Daniel Goldberg,Yale University,What's the Meter of Elenino Horo? Rhythm and Timing in Drumming for a Bulgarian Folk Dance,2016
Meters in Global Perspective,SMT,Junior Ballroom C,Noriko Manabe,Temple University,NA,NA,Peter Selinsky,Yale University,Conceptualizing Meter in Early Indojazz,2016
Poster Presentations,AMS,Gulf Islands B/C/D,Roe-Min Kok,McGill University,Gavin Williams,University of Cambridge,Denise Odello,University of Minnesota,"Tradition, Audience, and Performance Style in Collegiate Marching Musical Performance",2016
Poster Presentations,AMS,Gulf Islands B/C/D,Roe-Min Kok,McGill University,Gavin Williams,University of Cambridge,"Dana Gorzelany-Mostak, Mark Misinco, Cannon McClain, and Sarah Kitts",Georgia College,Trail Trax: A Campaign Music Database,2016
Poster Presentations,AMS,Gulf Islands B/C/D,Roe-Min Kok,McGill University,Gavin Williams,University of Cambridge,Mia Tootill,Cornell University,Mapping Paris Theaters: A Digital Dissertation Appendix,2016
Poster Presentations,AMS,Gulf Islands B/C/D,Roe-Min Kok,McGill University,Gavin Williams,University of Cambridge,Erin Johnson-Williams,Trinity Laban Conservatoire of Music and Dance,Singing of Lovedale in London: Mobilizing the Archival Imaginary,2016
Technologies of the Avant-Garde,AMS,Grand Ballroom C,Sumanth Gopinath,University of Minnesota,NA,NA,Jonathan Goldman,University of Montreal,"Of Doubles, Groups and Rhymes: Spatialized Works and the Artistic Response to Sound Technology",2016
Technologies of the Avant-Garde,AMS,Grand Ballroom C,Sumanth Gopinath,University of Minnesota,NA,NA,Madison Heying,"University of California, Santa Cruz","The Coding of Community: Carla Scaletti, Kyma, and Community Formation in Computer Music",2016
Technologies of the Avant-Garde,AMS,Grand Ballroom C,Sumanth Gopinath,University of Minnesota,NA,NA,Nicholas Jurkowski,"University of California, Santa Barbara",The Avant-Garde Goes Corporate: Soundtracks and Sound Experiments at the Siemens Studio for Electronic Music,2016
Technologies of the Avant-Garde,AMS,Grand Ballroom C,Sumanth Gopinath,University of Minnesota,NA,NA,Rachel S. Vandagriff,"Oakland, Calif.",The Pre-history of the Columbia-Princeton Electronic Music Center,2016
Transatlantic Opera,AMS,Grand Ballroom D,Katherine K. Preston,College of William & Mary,NA,NA,Charlotte Bentley,University of Cambridge,Transatlantic grand opÃ©ra: Rethinking the ThÃ©Ã¢tre d'OrlÃ©ans,2016
Transatlantic Opera,AMS,Grand Ballroom D,Katherine K. Preston,College of William & Mary,NA,NA,Rachel Cowgill,University of Huddersfield,"Adaptation in English Opera: New Light from the Norwich Theatre Royal Music Collection, Norfolk Heritage Centre",2016
Transatlantic Opera,AMS,Grand Ballroom D,Katherine K. Preston,College of William & Mary,NA,NA,April Greenan,University of Richmond,Performing National Identity: Francis Hopkinson and the First Productions of Serious Opera in Colonial America,2016
Transatlantic Opera,AMS,Grand Ballroom D,Katherine K. Preston,College of William & Mary,NA,NA,Jennifer C. H. J. Wilson,Brooklyn College,Vive la France! Vive la RÃ©volution! . . . Ã  New York,2016
Theory and Practice,SMT,Pavilion Ballroom B,Roger Mathew Gran,Wesleyan University,NA,NA,Ryan Taycher,Indiana University,De fundamento discanti,2016
Theory and Practice,SMT,Pavilion Ballroom B,Roger Mathew Gran,Wesleyan University,NA,NA,Peter Schubert and Julie Cumming,McGill University,'Maintaining a Point': Repeated Motives over an Equal-Note Cantus Firmus from Josquin to Monteverdi,2016
Theory and Practice,SMT,Pavilion Ballroom B,Roger Mathew Gran,Wesleyan University,NA,NA,Megan Kaes Long,Oberlin College & Conservatory,Tonality's Missing Link: Text Setting and Metrical Regularity in Italianate Partsong at the Turn of the Seventeenth Century,2016
Theory and Practice,SMT,Pavilion Ballroom B,Roger Mathew Gran,Wesleyan University,NA,NA,Layne Vanderbeek,"University at Buffalo, SUNY",Tactical Approaches to Tactus in Praetorius and Burmeister: Differences in their Rhetorical Understanding and Purpose,2016
Radio Canada,AMS,Junior Ballroom D,Mary Ingraham,University of Alberta,NA,NA,Robert Bailey,University of Calgary,"Radio Orchestras and the Cultivation of a National Music Culture: The CBC Vancouver Chamber Orchestra, 1938â€“2008",2016
Radio Canada,AMS,Junior Ballroom D,Mary Ingraham,University of Alberta,NA,NA,Kimberly Francis,University of Guelph,"The Stravinsky Venture: Igor Stravinsky and the Canadian Broadcasting Corporation, 1961â€“62",2016
Jazz and the Demimonde,AMS,Junior Ballroom D,Charles Hiroshi Garre,University of Michigan,NA,NA,Vanessa Blais-Tremblay,McGill University,Gorgeous Girlies in Glittering Gyrations: Exotic Dance and Interwar Jazz,2016
Jazz and the Demimonde,AMS,Junior Ballroom D,Charles Hiroshi Garre,University of Michigan,NA,NA,Dale Cockrell,Vanderbilt University,"Everybody's (Over) Doin' It: Sex, Alleged Music, and Rotten Dance in New York, 1910â€“17",2016
Blindness,AMS,Grand Ballroom A,Lisa Barg,McGill University,NA,NA,Kira Dralle,"University of California, Santa Cruz",On BeyoncÃ©'s 'Formation' and Black Anger: How to Be an Ally in Musicological Discourse,2016
Blindness,AMS,Grand Ballroom A,Lisa Barg,McGill University,NA,NA,Eric Hung,Westminster Choir College of Rider University,Race-ing and Queering the Historical Mission of American Musicology through Public Musicology,2016
Blindness,AMS,Grand Ballroom A,Lisa Barg,McGill University,NA,NA,Kai Finlayson,New York University,Defense Mechanisms: Queering Musicological Aversions to Critical Race Theory,2016
Blindness,AMS,Grand Ballroom A,Lisa Barg,McGill University,NA,NA,Ali Na,University of California at Santa Cruz,The Color of Queer Critique: Sonic Performances of Blackness and Queer Temporality,2016
and Perceptions,AMS,Pavilion Ballroom A,Mark Pedelty,University of Minnesota,NA,NA,NA,NA,NA,2016
"Concepts, Spaces, Sounds",SMT,Junior Ballroom A/B,Julian Hook,Indiana University,NA,NA,Max Silva,University of Chicago,Un-Quin(n)ing Qualia,2016
"Concepts, Spaces, Sounds",SMT,Junior Ballroom A/B,Julian Hook,Indiana University,NA,NA,Dmitri Tymoczko,Princeton University,Shostakovich and 'Playing Out': Centric Set Theory and Polyoctatonicism in the Seventh String Quartet,2016
"Concepts, Spaces, Sounds",SMT,Junior Ballroom A/B,Julian Hook,Indiana University,NA,NA,Clifton Callender,Florida State University,The Tonal Extravagance of Large Pitch Sets,2016
"Concepts, Spaces, Sounds",SMT,Junior Ballroom A/B,Julian Hook,Indiana University,NA,NA,Richard Plotkin,"University at Buffalo, SUNY",Harmonious Opposition: Maximal Displacement and Voice-Leading Parsimony,2016
Scholarship,AMS,Grand Ballroom D,Andy Flory,Carleton College,Nicole Biamonte,McGill University,Keith Salley,Shenandoah Conservatory,Navigating Copyright Permissions/Evaluating Fair Use,2016
Scholarship,AMS,Grand Ballroom D,Andy Flory,Carleton College,Nicole Biamonte,McGill University,Lars Helger,Catholic University of America,Music Scholarship and Music Publishers: Common Problems and Potential Solutions,2016
Scholarship,AMS,Grand Ballroom D,Andy Flory,Carleton College,Nicole Biamonte,McGill University,Walter Evere,University of Michigan,Fair Use Considerations in Rock Scholarship,2016
Figuring the Rhythm: Black Social Dance and its Musics,AMS,Grand Ballroom C,Christopher J. Wells,Arizona State University,NA,NA,NA,NA,NA,2016
Frauenarbeit: Four Triptychs by Women in Music Theory,SMT,Pavilion Ballroom B,Jennifer Bain,Dalhousie University,NA,NA,Gretchen Horlacher,Indiana University,Movement in Music and Dance: A Neoclassical Collaboration for Orpheus,2016
Frauenarbeit: Four Triptychs by Women in Music Theory,SMT,Pavilion Ballroom B,Jennifer Bain,Dalhousie University,NA,NA,Julie Hedges Brown,Northern Arizona University,"Re-Hearing Schumann: A Ballet, a Quartet Adagio, and Multivalent Identity",2016
Frauenarbeit: Four Triptychs by Women in Music Theory,SMT,Pavilion Ballroom B,Jennifer Bain,Dalhousie University,NA,NA,Robin Attas,Elon University,Dancing an Analysis: Approaching Popular Music Theory through Dance,2016
Frauenarbeit: Four Triptychs by Women in Music Theory,SMT,Pavilion Ballroom B,Jennifer Bain,Dalhousie University,NA,NA,Ellen Bakulina,University of North Texas,Non-Monotonality and Proto-Harmony in Rachmaninoff,2016
Frauenarbeit: Four Triptychs by Women in Music Theory,SMT,Pavilion Ballroom B,Jennifer Bain,Dalhousie University,NA,NA,Charity Lofthouse,Hobart and William Smith Colleges,Pushing the Boundaries: Mismatch and Overlap in Shostakovich's 'Classical' Structures,2016
Frauenarbeit: Four Triptychs by Women in Music Theory,SMT,Pavilion Ballroom B,Jennifer Bain,Dalhousie University,NA,NA,Deborah Rifkin,Ithaca College,Prokofiev's Chromaticism in Fairy Tales: Cinderella and Peter and the Wolf,2016
Frauenarbeit: Four Triptychs by Women in Music Theory,SMT,Pavilion Ballroom B,Jennifer Bain,Dalhousie University,NA,NA,Nancy Yunhwa Rao,Rutgers University,"Analysis, and the Dilemma of Music Genealogy: The Cases of Ruth Crawford and Johanna Beyer",2016
Frauenarbeit: Four Triptychs by Women in Music Theory,SMT,Pavilion Ballroom B,Jennifer Bain,Dalhousie University,NA,NA,Antonella Di Giulio,Buffalo State College,Blind and Imaged: Musical Intuitions in an Open Work,2016
Frauenarbeit: Four Triptychs by Women in Music Theory,SMT,Pavilion Ballroom B,Jennifer Bain,Dalhousie University,NA,NA,Patricia Hall,University of Michigan,'Border Crossing' in Dario Marianelli's Score for Atonement,2016
Frauenarbeit: Four Triptychs by Women in Music Theory,SMT,Pavilion Ballroom B,Jennifer Bain,Dalhousie University,NA,NA,Laura Emmery,Emory University,Repetition and Formal Destruction in Popular Music,2016
Frauenarbeit: Four Triptychs by Women in Music Theory,SMT,Pavilion Ballroom B,Jennifer Bain,Dalhousie University,NA,NA,Victoria Malawey,Macalester College,Analyzing the Popular Voice,2016
Frauenarbeit: Four Triptychs by Women in Music Theory,SMT,Pavilion Ballroom B,Jennifer Bain,Dalhousie University,NA,NA,Jacqueline Warwick,Dalhousie University,Listening with a Gendered Ear,2016
The Operatic Canon,AMS,Port Alberni,James Parakilas,Bates College,James Parakilas,Bates College,NA,NA,NA,2016
Producing the Groove,SMT,Grand Ballroom B,Mark Butler,Northwestern University,NA,NA,Nathan Hesselink,University of British Columbia,The Backbeat as Expressive Device in Popular Music,2016
Producing the Groove,SMT,Grand Ballroom B,Mark Butler,Northwestern University,NA,NA,Michael D'Errico,Pitzer College,Off the Grid: Self-Effacing Production in Electronic Dance Music,2016
Producing the Groove,SMT,Grand Ballroom B,Mark Butler,Northwestern University,NA,NA,Asaf Peres,"Ann Arbor, Michigan",(Dys)Functional Harmony: How Sound Production in Twenty-First Century Pop Music Liberates Harmony from its Functional Role,2016
Producing the Groove,SMT,Grand Ballroom B,Mark Butler,Northwestern University,NA,NA,Chris McDonald,Cape Breton University,"Groove, Timbre and the Metaphor of Weight",2016
Analyzing Beethoven,AMS/SMT,Junior Ballroom C,Alexander Rehding,Harvard University,NA,NA,John Z. McKay,University of South Carolina,Formalizing the Eroica: The E Minor Theme and the Structure of Analytical Revolutions,2016
Analyzing Beethoven,AMS/SMT,Junior Ballroom C,Alexander Rehding,Harvard University,NA,NA,Mark Evan Bonds,University of North Carolina at Chapel Hill,"Positively Ironic: Beethoven's 'Serioso' String Quartet in F minor, op. 95",2016
Performance and Analysis,SMT,Junior Ballroom C,Alan Dodson,University of British Columbia,NA,NA,Andrew M. Friedman,Harvard University,Reimagining (Motivic) Analysis in Light of Performance,2016
Performance and Analysis,SMT,Junior Ballroom C,Alan Dodson,University of British Columbia,NA,NA,Su Yin Mak,The Chinese University of Hong Kong,Communications about Musical,2016
with Modern Eyes,SMT,Junior Ballroom C,Devin Chaloux,Southern New Hampshire University,NA,NA,Jason Rosenholtz-Wi,Northwestern University,Cipriano de Rore Reappraised: Lovesickness and Eroticism in Calami sonum ferentes,2016
with Modern Eyes,SMT,Junior Ballroom C,Devin Chaloux,Southern New Hampshire University,NA,NA,Benjamin Dobbs,"Greenwood, S.C.",Comparing Cipriano de Rore's Four- and Five-Voice Madrigals: Indicators of Style in Cadential Practice,2016
with Modern Eyes,SMT,Junior Ballroom C,Devin Chaloux,Southern New Hampshire University,NA,NA,Richard Hermann,University of New Mexico,Is there Evidence for Meter via Cumulative Rhythm and Attack-Point Density in Cipriano de Rore's Madrigals?,2016
with Modern Eyes,SMT,Junior Ballroom C,Devin Chaloux,Southern New Hampshire University,NA,NA,Timothy R. McKinney,Baylor University,Scheme and Schism in Rore's Mia benigna fortuna,2016
with Modern Eyes,SMT,Junior Ballroom C,Devin Chaloux,Southern New Hampshire University,NA,NA,Jared C. Har,Oberlin College & Conservatory,A Deliberate Hoax? Using Rore's Calami sonum ferentes as a Pedagogical Tool,2016
with Modern Eyes,SMT,Junior Ballroom C,Devin Chaloux,Southern New Hampshire University,NA,NA,Heather Holmques,Umpqua Community College,Building a Narrative: Music and Text Relationships in the Undergraduate Analysis Classroom,2016
Lost Repertories of the Cold War Era,AMS,Pavilion Ballroom A,Alison Furlong,Ohio State University,NA,NA,NA,NA,NA,2016
Melodic Motivations,SMT,Pavilion Ballroom C,Ben Givan,Skidmore College,NA,NA,Christopher Gupta,Princeton University,A Theoretical Account of Cueing Systems in Collective Improvisation,2016
Melodic Motivations,SMT,Pavilion Ballroom C,Ben Givan,Skidmore College,NA,NA,Jeremy Smith,University of Minnesota,'I Know It's Over': Melodically-Established Keys,2016
Melodic Motivations,SMT,Pavilion Ballroom C,Ben Givan,Skidmore College,NA,NA,Joon Park,University of Arkansas,Long Dissonance and the Metaphors of Musical Work,2016
Melodic Motivations,SMT,Pavilion Ballroom C,Ben Givan,Skidmore College,NA,NA,Rich Pellegrin,University of Missouri,"Salience, Common Tones, and Middleground Dissonance in the Fourth Chorus of Brad Mehldau's Improvisation on 'All the Things You Are'",2016
Centuries,AMS,Grand Ballroom D,Thomas Irvine,University of Southampton,NA,NA,Claudia Jensen,University of Washington,"Cavalli, Communiques, and the Kremlin: Muscovite Witnesses to Seventeenth-century Italian Music and Theater",2016
Centuries,AMS,Grand Ballroom D,Thomas Irvine,University of Southampton,NA,NA,Kevin C. Karnes,Emory University,Inventing Eastern Europe in the Ear of the Enlightenment,2016
Centuries,AMS,Grand Ballroom D,Thomas Irvine,University of Southampton,NA,NA,Danielle M. Kuntz,Baldwin Wallace University,"Old Lisbon, New Rome: Marginalized Voices in Early Eighteenth-Century Portuguese Villancico and Oratorio",2016
Centuries,AMS,Grand Ballroom D,Thomas Irvine,University of Southampton,NA,NA,Craig Russell,Cal Poly,"Smudged Blotches, Glued Paste-overs, and Crosshatched Rewrites: Uncovering Sumaya's MuriÃ³ por el pecado and His Compositional Process",2016
Music and Historical Materialism,SMT,Pavilion Ballroom D,Brian Kane,Yale University,NA,NA,Sumanth Gopinath,University of Minnesota,Marxism and Minimalism: A Troubled Intersection,2016
Music and Historical Materialism,SMT,Pavilion Ballroom D,Brian Kane,Yale University,NA,NA,Stephan Hammel,"University of California, Irvine",The Conceptual Foundations of Historical Musical Materialism,2016
Music and Historical Materialism,SMT,Pavilion Ballroom D,Brian Kane,Yale University,NA,NA,Jarek Ervin,University of Virginia,"Popular Music Studies, Marxism, and the Cultural",2016
Music and Historical Materialism,SMT,Pavilion Ballroom D,Brian Kane,Yale University,NA,NA,"Concept"" Naomi Waltham-Smith",University of Pennsylvania,'Are You Deaf?' Historical Materialism,2016
Music and Historical Materialism,SMT,Pavilion Ballroom D,Brian Kane,Yale University,NA,NA,Eric Dro,University of Texas at Austin,"Music, Technology, Music-As-Technology",2016
Sacred/Secular Exegetical Practices,AMS,Grand Ballroom B,Jessie Ann Owens,"University of California, Davis",NA,NA,Megan Eagen,University of North Carolina at Chapel Hill,'A Literary . . . or Musical Gift': Erasmus Rotenbucher's Bergkreyen as a Primer for Protestant Lay Exegesis,2016
Sacred/Secular Exegetical Practices,AMS,Grand Ballroom B,Jessie Ann Owens,"University of California, Davis",NA,NA,Barbara Eichner,Oxford Brookes University,The Woman at the Well: Divine and Earth(l)y Love in Orlando di Lasso's Parody Masses,2016
Sacred/Secular Exegetical Practices,AMS,Grand Ballroom B,Jessie Ann Owens,"University of California, Davis",NA,NA,Mary Ellen Ryan,Indiana University,'Our Enemies Are Gathered Together': The Politics of Motets in the Newberry Partbooks,2016
Sacred/Secular Exegetical Practices,AMS,Grand Ballroom B,Jessie Ann Owens,"University of California, Davis",NA,NA,Sienna Wood,University of Colorado at Boulder,"Anti-Inquisition Propaganda at the Outbreak of the Dutch Revolt: NoÃ© Faignient's Chansons, madrigales et motetz",2016
Theater,AMS,Port Alberni,Gundula Kreuzer,Yale University,NA,NA,Annelies Andries,Yale University,Dreaming 'OpÃ©ra de Luxe': Spectacle in Le Sueur's Ossian ou les Bardes,2016
Theater,AMS,Port Alberni,Gundula Kreuzer,Yale University,NA,NA,Katherine Hambridge,Durham University,'Genre Consciousness' in the Napoleonic Theater,2016
Circuits of Empire,AMS,Grand Ballroom A,Brigid Cohen,New York University,NA,NA,Bradley Shope,Texas A & M Corpus Christi,Trilateral Exchanges: Ragtime in Bombay in the 1910s and Its Musical Connections with London,2016
Circuits of Empire,AMS,Grand Ballroom A,Brigid Cohen,New York University,NA,NA,Gavin Williams,University of Cambridge,"Sound, Colony, and the Multinational: The Gramophone Company between London and Singapore, 1900â€“10",2016
The Eloquent Body,AMS,Port McNeill,Janette Tilley,"Lehman College / Graduate Center, CUNY",NA,NA,Christina Hutten,University of British Columbia,The Claveciniste's Eloquent Body: Gestural Rhetoric in French Baroque Harpsichord Playing,2016
The Eloquent Body,AMS,Port McNeill,Janette Tilley,"Lehman College / Graduate Center, CUNY",NA,NA,Bettina Varwig,King's College London,'Mein Herze schwimmt im Blut': Early Modern Physiologies and Metaphors of the Heart,2016
Holograms and Hauntings,AMS,Grand Ballroom C,Joseph Auner,Tufts University,NA,NA,Lucie Vagnerova,Columbia University,"Blackness, Telepresence, and the Carceral State: Listening to the Hologram in American Music",2016
Holograms and Hauntings,AMS,Grand Ballroom C,Joseph Auner,Tufts University,NA,NA,Griffin Woodworth,Inver Hills Community College,Symphonic Funk and the Discourse of 'Hot Rhythm' in the Music of Prince,2016
Performing Meter,SMT,Pavilion Ballroom B,Mitchell Ohriner,Shenandoah University,NA,NA,Richard Beaudoin,"Brandeis University and The Royal Academy of Music, London",Creaking Chairs and Metric Clarity: Microtiming Glenn Gould Recording Schoenberg op. 19/1,2016
Performing Meter,SMT,Pavilion Ballroom B,Mitchell Ohriner,Shenandoah University,NA,NA,Galen DeGraf,Columbia University,Types of Temporal Knowledge beyond the Mode of Attending,2016
Reforming the Nation,AMS,Junior Ballroom D,Carol A. Hess,"University of California, Davis",NA,NA,Marco Cosci,Fondazione Giorgio Cini,Listening to Another Italy: New Music for Ancestral Legacies in 1960s Italian Documentaries,2016
Reforming the Nation,AMS,Junior Ballroom D,Carol A. Hess,"University of California, Davis",NA,NA,Christina Taylor Gibson,Catholic University of America,'Whirling Around Mexico': Mabel Dodge Luhan and Carlos ChÃ¡vez,2016
Versions,AMS,Junior Ballroom A/B,John Deathridge,King's College London,NA,NA,Paul Hawkshaw,Yale University,A Bequest and a Legacy: Editing Anton Bruckner's Music in 'Later Times',2016
Versions,AMS,Junior Ballroom A/B,John Deathridge,King's College London,NA,NA,Benjamin Korstved,Clark University,'It Will Now Achieve its Effect': Toward a Longer View of the Processes of Symphonic Composition,2016
Alla Bastarda,AMS,Port McNeill,Emily Wilbourne,"Queens College / Graduate Center, CUNY",NA,NA,Paul Schleuse,Binghamton University,"Transgendered Voices in Early-Modern Italy: Cantare alla bastarda, Everyday Virtuosity, and Performing Otherness",2016
Alla Bastarda,AMS,Port McNeill,Emily Wilbourne,"Queens College / Graduate Center, CUNY",NA,NA,Nina Treadwell,"University of California, Santa Cruz",Anamorphic Display: The basso alla bastarda as Progenitor,2016
Body and Spirit,SMT,Pavilion Ballroom B,Arnie Cox,Oberlin College & Conservatory,NA,NA,Rosa Abrahams,Northwestern University,Synchronization in the Synagogue,2016
Brazil and the Difference Within,AMS,Junior Ballroom D,Leonora Saavedra,"University of California, Riverside",NA,NA,Rogerio Budasz,"University of California, Riverside",Outsiders and Insiders: Musical Practices of African and Brazil-Born Slaves as recorded in Brazilian Newspapers,2016
Brazil and the Difference Within,AMS,Junior Ballroom D,Leonora Saavedra,"University of California, Riverside",NA,NA,Silvio dos Santos,University of Florida,'Mata cacique' (Kill the Indian Chief ): The Crossroad Between Musical Activism and Indigenous Imagination in Brazilian Music,2016
Dystopic Soundtracks,AMS,Port Alberni,Julie Hubber,University of South Carolina,NA,NA,Rebecca Fulop,Oberlin College & Conservatory,A 'most authentic American folk music': Nostalgia and Colonialism in the Soundtrack of The Man in the High Castle,2016
Dystopic Soundtracks,AMS,Port Alberni,Julie Hubber,University of South Carolina,NA,NA,Katherine Reed,Utah Valley University,'Hooked to the Silver Screen': David Bowie's,2016
Dystopic Soundtracks,AMS,Port Alberni,Julie Hubber,University of South Carolina,NA,NA,Emily Dolan,Harvard University,Mendacious Technology,2016
Dystopic Soundtracks,AMS,Port Alberni,Julie Hubber,University of South Carolina,NA,NA,Roger Moseley,Cornell University,Grids and Filters: Chopinian Methods of (Dis)closure,2016
NA,AMS,Junior Ballroom A/B,Francesca Brittan,Case Western Reserve University,NA,NA,Anna McCready,Royal College of Music,The 'Girouette' Effect: Les Pages du duc de VendÃ´me and Political Iconography in 1820,2016
